id1,id2,correlation,Metadata_compound_ID1,Metadata_line_condition1,Metadata_plating_density1,Metadata_compound_ID2,Metadata_line_condition2,Metadata_plating_density2,Count_Cells1,Count_Cells2,cell_count_abs_diff,cell_count_sum
32,27,-0.16847923869944978,BRD-K79131256-001-17-9,deletion,10000,BRD-K79131256-001-17-9,control,7500,888,275.5,612.5,1163.5
28,15,-0.1713175097121742,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,deletion,7500,466.5,489,22.5,955.5
28,11,-0.1720704024556378,BRD-K79131256-001-17-9,control,10000,BRD-K21680192-300-14-4,control,7500,466.5,297,169.5,763.5
20,7,-0.17245936060631395,BRD-K36207157-001-09-6,control,10000,BRD-K15108141-003-04-7,deletion,7500,506.5,904,397.5,1410.5
18,7,-0.1757893056734166,BRD-K36207157-001-09-6,control,5000,BRD-K15108141-003-04-7,deletion,7500,222.5,904,681.5,1126.5
30,17,-0.17667234751035799,BRD-K79131256-001-17-9,deletion,5000,BRD-K36207157-001-09-6,control,2500,769,138,631,907
32,29,-0.1774519491194818,BRD-K79131256-001-17-9,deletion,10000,BRD-K79131256-001-17-9,deletion,2500,888,398.5,489.5,1286.5
14,5,-0.18110662227189037,BRD-K21680192-300-14-4,deletion,5000,BRD-K15108141-003-04-7,deletion,2500,476,423,53,899
31,21,-0.1887301883172291,BRD-K79131256-001-17-9,deletion,7500,BRD-K36207157-001-09-6,deletion,2500,1032,351.5,680.5,1383.5
9,5,-0.19262471942386733,BRD-K21680192-300-14-4,control,2500,BRD-K15108141-003-04-7,deletion,2500,184.5,423,238.5,607.5
7,5,-0.1940984715988902,BRD-K15108141-003-04-7,deletion,7500,BRD-K15108141-003-04-7,deletion,2500,904,423,481,1327
31,3,-0.19593467803676357,BRD-K79131256-001-17-9,deletion,7500,BRD-K15108141-003-04-7,control,7500,1032,354.5,677.5,1386.5
19,6,-0.19613053725494792,BRD-K36207157-001-09-6,control,7500,BRD-K15108141-003-04-7,deletion,5000,337,780,443,1117
29,14,-0.19720876083937236,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,deletion,5000,398.5,476,77.5,874.5
24,5,-0.19730491126418892,BRD-K36207157-001-09-6,deletion,10000,BRD-K15108141-003-04-7,deletion,2500,951.5,423,528.5,1374.5
20,5,-0.19828252559085127,BRD-K36207157-001-09-6,control,10000,BRD-K15108141-003-04-7,deletion,2500,506.5,423,83.5,929.5
23,17,-0.20125142843591248,BRD-K36207157-001-09-6,deletion,7500,BRD-K36207157-001-09-6,control,2500,767,138,629,905
22,1,-0.2107213622256756,BRD-K36207157-001-09-6,deletion,5000,BRD-K15108141-003-04-7,control,2500,791,158.5,632.5,949.5
31,27,-0.2117203788221862,BRD-K79131256-001-17-9,deletion,7500,BRD-K79131256-001-17-9,control,7500,1032,275.5,756.5,1307.5
29,3,-0.21277300409522448,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,control,7500,398.5,354.5,44,753
24,17,-0.21585355232088177,BRD-K36207157-001-09-6,deletion,10000,BRD-K36207157-001-09-6,control,2500,951.5,138,813.5,1089.5
17,6,-0.21697193368766723,BRD-K36207157-001-09-6,control,2500,BRD-K15108141-003-04-7,deletion,5000,138,780,642,918
19,5,-0.22183053706003764,BRD-K36207157-001-09-6,control,7500,BRD-K15108141-003-04-7,deletion,2500,337,423,86,760
26,6,-0.22389669621925387,BRD-K79131256-001-17-9,control,5000,BRD-K15108141-003-04-7,deletion,5000,274.5,780,505.5,1054.5
27,8,-0.2261828312810042,BRD-K79131256-001-17-9,control,7500,BRD-K15108141-003-04-7,deletion,10000,275.5,1054,778.5,1329.5
29,9,-0.23038485895619776,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,control,2500,398.5,184.5,214,583
10,5,-0.23064326530457233,BRD-K21680192-300-14-4,control,5000,BRD-K15108141-003-04-7,deletion,2500,261,423,162,684
21,10,-0.2319657714144832,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,control,5000,351.5,261,90.5,612.5
21,12,-0.24029174945258763,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,control,10000,351.5,740,388.5,1091.5
21,11,-0.24479022615612403,BRD-K36207157-001-09-6,deletion,2500,BRD-K21680192-300-14-4,control,7500,351.5,297,54.5,648.5
11,5,-0.2549714673425879,BRD-K21680192-300-14-4,control,7500,BRD-K15108141-003-04-7,deletion,2500,297,423,126,720
27,7,-0.25523720651807225,BRD-K79131256-001-17-9,control,7500,BRD-K15108141-003-04-7,deletion,7500,275.5,904,628.5,1179.5
27,24,-0.2557786318021955,BRD-K79131256-001-17-9,control,7500,BRD-K36207157-001-09-6,deletion,10000,275.5,951.5,676,1227
12,5,-0.25667896917560373,BRD-K21680192-300-14-4,control,10000,BRD-K15108141-003-04-7,deletion,2500,740,423,317,1163
32,21,-0.25770347826136986,BRD-K79131256-001-17-9,deletion,10000,BRD-K36207157-001-09-6,deletion,2500,888,351.5,536.5,1239.5
8,2,-0.25864012921640867,BRD-K15108141-003-04-7,deletion,10000,BRD-K15108141-003-04-7,control,5000,1054,252,802,1306
27,23,-0.25931102730256567,BRD-K79131256-001-17-9,control,7500,BRD-K36207157-001-09-6,deletion,7500,275.5,767,491.5,1042.5
30,25,-0.2687301747987848,BRD-K79131256-001-17-9,deletion,5000,BRD-K79131256-001-17-9,control,2500,769,163,606,932
29,10,-0.2714785136278211,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,control,5000,398.5,261,137.5,659.5
21,8,-0.275974961785259,BRD-K36207157-001-09-6,deletion,2500,BRD-K15108141-003-04-7,deletion,10000,351.5,1054,702.5,1405.5
23,1,-0.2767194201795627,BRD-K36207157-001-09-6,deletion,7500,BRD-K15108141-003-04-7,control,2500,767,158.5,608.5,925.5
29,20,-0.2789352303604828,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,control,10000,398.5,506.5,108,905
30,20,-0.2847281086672742,BRD-K79131256-001-17-9,deletion,5000,BRD-K36207157-001-09-6,control,10000,769,506.5,262.5,1275.5
29,8,-0.28530847318093727,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,deletion,10000,398.5,1054,655.5,1452.5
29,12,-0.2996239373252925,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,control,10000,398.5,740,341.5,1138.5
20,6,-0.29988231484244565,BRD-K36207157-001-09-6,control,10000,BRD-K15108141-003-04-7,deletion,5000,506.5,780,273.5,1286.5
31,2,-0.29992087951120366,BRD-K79131256-001-17-9,deletion,7500,BRD-K15108141-003-04-7,control,5000,1032,252,780,1284
29,11,-0.3028303447959811,BRD-K79131256-001-17-9,deletion,2500,BRD-K21680192-300-14-4,control,7500,398.5,297,101.5,695.5
27,6,-0.30730662214340876,BRD-K79131256-001-17-9,control,7500,BRD-K15108141-003-04-7,deletion,5000,275.5,780,504.5,1055.5
32,2,-0.30888260954462926,BRD-K79131256-001-17-9,deletion,10000,BRD-K15108141-003-04-7,control,5000,888,252,636,1140
31,5,-0.3100261328774663,BRD-K79131256-001-17-9,deletion,7500,BRD-K15108141-003-04-7,deletion,2500,1032,423,609,1455
5,4,-0.31438346695058006,BRD-K15108141-003-04-7,deletion,2500,BRD-K15108141-003-04-7,control,10000,423,581,158,1004
26,7,-0.3178513992056457,BRD-K79131256-001-17-9,control,5000,BRD-K15108141-003-04-7,deletion,7500,274.5,904,629.5,1178.5
18,8,-0.3217771897264202,BRD-K36207157-001-09-6,control,5000,BRD-K15108141-003-04-7,deletion,10000,222.5,1054,831.5,1276.5
25,22,-0.3272191447478292,BRD-K79131256-001-17-9,control,2500,BRD-K36207157-001-09-6,deletion,5000,163,791,628,954
17,7,-0.3291948351156601,BRD-K36207157-001-09-6,control,2500,BRD-K15108141-003-04-7,deletion,7500,138,904,766,1042
32,18,-0.3357522501926207,BRD-K79131256-001-17-9,deletion,10000,BRD-K36207157-001-09-6,control,5000,888,222.5,665.5,1110.5
29,19,-0.3406303087212333,BRD-K79131256-001-17-9,deletion,2500,BRD-K36207157-001-09-6,control,7500,398.5,337,61.5,735.5
31,18,-0.3417650701903689,BRD-K79131256-001-17-9,deletion,7500,BRD-K36207157-001-09-6,control,5000,1032,222.5,809.5,1254.5
29,4,-0.34219701065582,BRD-K79131256-001-17-9,deletion,2500,BRD-K15108141-003-04-7,control,10000,398.5,581,182.5,979.5
17,8,-0.3505782237690223,BRD-K36207157-001-09-6,control,2500,BRD-K15108141-003-04-7,deletion,10000,138,1054,916,1192
32,5,-0.35374581530939964,BRD-K79131256-001-17-9,deletion,10000,BRD-K15108141-003-04-7,deletion,2500,888,423,465,1311
8,5,-0.36668603766371616,BRD-K15108141-003-04-7,deletion,10000,BRD-K15108141-003-04-7,deletion,2500,1054,423,631,1477
30,1,-0.3704915062473005,BRD-K79131256-001-17-9,deletion,5000,BRD-K15108141-003-04-7,control,2500,769,158.5,610.5,927.5
32,17,-0.3718841473139112,BRD-K79131256-001-17-9,deletion,10000,BRD-K36207157-001-09-6,control,2500,888,138,750,1026
24,1,-0.3753278376753433,BRD-K36207157-001-09-6,deletion,10000,BRD-K15108141-003-04-7,control,2500,951.5,158.5,793,1110
25,23,-0.3800801468324498,BRD-K79131256-001-17-9,control,2500,BRD-K36207157-001-09-6,deletion,7500,163,767,604,930
8,1,-0.3825382560991554,BRD-K15108141-003-04-7,deletion,10000,BRD-K15108141-003-04-7,control,2500,1054,158.5,895.5,1212.5
26,23,-0.3841295770925972,BRD-K79131256-001-17-9,control,5000,BRD-K36207157-001-09-6,deletion,7500,274.5,767,492.5,1041.5
6,1,-0.3853830897002387,BRD-K15108141-003-04-7,deletion,5000,BRD-K15108141-003-04-7,control,2500,780,158.5,621.5,938.5
32,25,-0.3892193472625784,BRD-K79131256-001-17-9,deletion,10000,BRD-K79131256-001-17-9,control,2500,888,163,725,1051
25,8,-0.40092644733895816,BRD-K79131256-001-17-9,control,2500,BRD-K15108141-003-04-7,deletion,10000,163,1054,891,1217
32,26,-0.4257787670184846,BRD-K79131256-001-17-9,deletion,10000,BRD-K79131256-001-17-9,control,5000,888,274.5,613.5,1162.5
25,6,-0.43101614949636247,BRD-K79131256-001-17-9,control,2500,BRD-K15108141-003-04-7,deletion,5000,163,780,617,943
32,1,-0.433619512411429,BRD-K79131256-001-17-9,deletion,10000,BRD-K15108141-003-04-7,control,2500,888,158.5,729.5,1046.5
26,24,-0.4376985211260988,BRD-K79131256-001-17-9,control,5000,BRD-K36207157-001-09-6,deletion,10000,274.5,951.5,677,1226
31,17,-0.43775312207505085,BRD-K79131256-001-17-9,deletion,7500,BRD-K36207157-001-09-6,control,2500,1032,138,894,1170
31,25,-0.43851203178989484,BRD-K79131256-001-17-9,deletion,7500,BRD-K79131256-001-17-9,control,2500,1032,163,869,1195
31,26,-0.45182391157685325,BRD-K79131256-001-17-9,deletion,7500,BRD-K79131256-001-17-9,control,5000,1032,274.5,757.5,1306.5
7,1,-0.4545378498499416,BRD-K15108141-003-04-7,deletion,7500,BRD-K15108141-003-04-7,control,2500,904,158.5,745.5,1062.5
25,24,-0.4674995600014753,BRD-K79131256-001-17-9,control,2500,BRD-K36207157-001-09-6,deletion,10000,163,951.5,788.5,1114.5
25,7,-0.5010752967879524,BRD-K79131256-001-17-9,control,2500,BRD-K15108141-003-04-7,deletion,7500,163,904,741,1067
26,8,-0.502622510487154,BRD-K79131256-001-17-9,control,5000,BRD-K15108141-003-04-7,deletion,10000,274.5,1054,779.5,1328.5
31,1,-0.5212288118360475,BRD-K79131256-001-17-9,deletion,7500,BRD-K15108141-003-04-7,control,2500,1032,158.5,873.5,1190.5
