Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_plating_density,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
2022-08-07_batch,PE_PP_Plate2,F05,6,5,5000,26,deletion,isogenic,r06c05f05p03-ch6sk1fk1fl1.tiff,r06c05f05p03-ch5sk1fk1fl1.tiff,r06c05f05p03-ch4sk1fk1fl1.tiff,r06c05f05p03-ch2sk1fk1fl1.tiff,r06c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,F11,6,3,5000,46,deletion,human,r06c11f03p03-ch6sk1fk1fl1.tiff,r06c11f03p03-ch5sk1fk1fl1.tiff,r06c11f03p03-ch4sk1fk1fl1.tiff,r06c11f03p03-ch2sk1fk1fl1.tiff,r06c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,F11,6,5,5000,46,deletion,human,r06c11f05p03-ch6sk1fk1fl1.tiff,r06c11f05p03-ch5sk1fk1fl1.tiff,r06c11f05p03-ch4sk1fk1fl1.tiff,r06c11f05p03-ch2sk1fk1fl1.tiff,r06c11f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G02,7,3,5000,36,deletion,human,r07c02f03p03-ch6sk1fk1fl1.tiff,r07c02f03p03-ch5sk1fk1fl1.tiff,r07c02f03p03-ch4sk1fk1fl1.tiff,r07c02f03p03-ch2sk1fk1fl1.tiff,r07c02f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G02,7,5,5000,36,deletion,human,r07c02f05p03-ch6sk1fk1fl1.tiff,r07c02f05p03-ch5sk1fk1fl1.tiff,r07c02f05p03-ch4sk1fk1fl1.tiff,r07c02f05p03-ch2sk1fk1fl1.tiff,r07c02f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G05,7,3,5000,45,deletion,human,r07c05f03p03-ch6sk1fk1fl1.tiff,r07c05f03p03-ch5sk1fk1fl1.tiff,r07c05f03p03-ch4sk1fk1fl1.tiff,r07c05f03p03-ch2sk1fk1fl1.tiff,r07c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G05,7,5,5000,45,deletion,human,r07c05f05p03-ch6sk1fk1fl1.tiff,r07c05f05p03-ch5sk1fk1fl1.tiff,r07c05f05p03-ch4sk1fk1fl1.tiff,r07c05f05p03-ch2sk1fk1fl1.tiff,r07c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G11,7,3,5000,37,deletion,human,r07c11f03p03-ch6sk1fk1fl1.tiff,r07c11f03p03-ch5sk1fk1fl1.tiff,r07c11f03p03-ch4sk1fk1fl1.tiff,r07c11f03p03-ch2sk1fk1fl1.tiff,r07c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,G11,7,5,5000,37,deletion,human,r07c11f05p03-ch6sk1fk1fl1.tiff,r07c11f05p03-ch5sk1fk1fl1.tiff,r07c11f05p03-ch4sk1fk1fl1.tiff,r07c11f05p03-ch2sk1fk1fl1.tiff,r07c11f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,H05,8,3,5000,18,control,human,r08c05f03p03-ch6sk1fk1fl1.tiff,r08c05f03p03-ch5sk1fk1fl1.tiff,r08c05f03p03-ch4sk1fk1fl1.tiff,r08c05f03p03-ch2sk1fk1fl1.tiff,r08c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,H05,8,5,5000,18,control,human,r08c05f05p03-ch6sk1fk1fl1.tiff,r08c05f05p03-ch5sk1fk1fl1.tiff,r08c05f05p03-ch4sk1fk1fl1.tiff,r08c05f05p03-ch2sk1fk1fl1.tiff,r08c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,H12,8,3,5000,22,control,human,r08c12f03p03-ch6sk1fk1fl1.tiff,r08c12f03p03-ch5sk1fk1fl1.tiff,r08c12f03p03-ch4sk1fk1fl1.tiff,r08c12f03p03-ch2sk1fk1fl1.tiff,r08c12f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,PE_PP_Plate2,H12,8,5,5000,22,control,human,r08c12f05p03-ch6sk1fk1fl1.tiff,r08c12f05p03-ch5sk1fk1fl1.tiff,r08c12f05p03-ch4sk1fk1fl1.tiff,r08c12f05p03-ch2sk1fk1fl1.tiff,r08c12f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B01,2,3,5000,17,control,human,r02c01f03p03-ch6sk1fk1fl1.tiff,r02c01f03p03-ch5sk1fk1fl1.tiff,r02c01f03p03-ch4sk1fk1fl1.tiff,r02c01f03p03-ch2sk1fk1fl1.tiff,r02c01f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B01,2,5,5000,17,control,human,r02c01f05p03-ch6sk1fk1fl1.tiff,r02c01f05p03-ch5sk1fk1fl1.tiff,r02c01f05p03-ch4sk1fk1fl1.tiff,r02c01f05p03-ch2sk1fk1fl1.tiff,r02c01f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B05,2,3,5000,7,control,human,r02c05f03p03-ch6sk1fk1fl1.tiff,r02c05f03p03-ch5sk1fk1fl1.tiff,r02c05f03p03-ch4sk1fk1fl1.tiff,r02c05f03p03-ch2sk1fk1fl1.tiff,r02c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B05,2,5,5000,7,control,human,r02c05f05p03-ch6sk1fk1fl1.tiff,r02c05f05p03-ch5sk1fk1fl1.tiff,r02c05f05p03-ch4sk1fk1fl1.tiff,r02c05f05p03-ch2sk1fk1fl1.tiff,r02c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B06,2,3,5000,29,deletion,human,r02c06f03p03-ch6sk1fk1fl1.tiff,r02c06f03p03-ch5sk1fk1fl1.tiff,r02c06f03p03-ch4sk1fk1fl1.tiff,r02c06f03p03-ch2sk1fk1fl1.tiff,r02c06f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B06,2,5,5000,29,deletion,human,r02c06f05p03-ch6sk1fk1fl1.tiff,r02c06f05p03-ch5sk1fk1fl1.tiff,r02c06f05p03-ch4sk1fk1fl1.tiff,r02c06f05p03-ch2sk1fk1fl1.tiff,r02c06f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B08,2,3,5000,38,deletion,human,r02c08f03p03-ch6sk1fk1fl1.tiff,r02c08f03p03-ch5sk1fk1fl1.tiff,r02c08f03p03-ch4sk1fk1fl1.tiff,r02c08f03p03-ch2sk1fk1fl1.tiff,r02c08f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B08,2,5,5000,38,deletion,human,r02c08f05p03-ch6sk1fk1fl1.tiff,r02c08f05p03-ch5sk1fk1fl1.tiff,r02c08f05p03-ch4sk1fk1fl1.tiff,r02c08f05p03-ch2sk1fk1fl1.tiff,r02c08f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B11,2,3,5000,6,control,human,r02c11f03p03-ch6sk1fk1fl1.tiff,r02c11f03p03-ch5sk1fk1fl1.tiff,r02c11f03p03-ch4sk1fk1fl1.tiff,r02c11f03p03-ch2sk1fk1fl1.tiff,r02c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,B11,2,5,5000,6,control,human,r02c11f05p03-ch6sk1fk1fl1.tiff,r02c11f05p03-ch5sk1fk1fl1.tiff,r02c11f05p03-ch4sk1fk1fl1.tiff,r02c11f05p03-ch2sk1fk1fl1.tiff,r02c11f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C05,3,3,5000,1,control,human,r03c05f03p03-ch6sk1fk1fl1.tiff,r03c05f03p03-ch5sk1fk1fl1.tiff,r03c05f03p03-ch4sk1fk1fl1.tiff,r03c05f03p03-ch2sk1fk1fl1.tiff,r03c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C05,3,5,5000,1,control,human,r03c05f05p03-ch6sk1fk1fl1.tiff,r03c05f05p03-ch5sk1fk1fl1.tiff,r03c05f05p03-ch4sk1fk1fl1.tiff,r03c05f05p03-ch2sk1fk1fl1.tiff,r03c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C06,3,3,5000,33,deletion,human,r03c06f03p03-ch6sk1fk1fl1.tiff,r03c06f03p03-ch5sk1fk1fl1.tiff,r03c06f03p03-ch4sk1fk1fl1.tiff,r03c06f03p03-ch2sk1fk1fl1.tiff,r03c06f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C06,3,5,5000,33,deletion,human,r03c06f05p03-ch6sk1fk1fl1.tiff,r03c06f05p03-ch5sk1fk1fl1.tiff,r03c06f05p03-ch4sk1fk1fl1.tiff,r03c06f05p03-ch2sk1fk1fl1.tiff,r03c06f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C08,3,3,5000,9,control,human,r03c08f03p03-ch6sk1fk1fl1.tiff,r03c08f03p03-ch5sk1fk1fl1.tiff,r03c08f03p03-ch4sk1fk1fl1.tiff,r03c08f03p03-ch2sk1fk1fl1.tiff,r03c08f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C08,3,5,5000,9,control,human,r03c08f05p03-ch6sk1fk1fl1.tiff,r03c08f05p03-ch5sk1fk1fl1.tiff,r03c08f05p03-ch4sk1fk1fl1.tiff,r03c08f05p03-ch2sk1fk1fl1.tiff,r03c08f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C11,3,3,5000,3,control,human,r03c11f03p03-ch6sk1fk1fl1.tiff,r03c11f03p03-ch5sk1fk1fl1.tiff,r03c11f03p03-ch4sk1fk1fl1.tiff,r03c11f03p03-ch2sk1fk1fl1.tiff,r03c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,C11,3,5,5000,3,control,human,r03c11f05p03-ch6sk1fk1fl1.tiff,r03c11f05p03-ch5sk1fk1fl1.tiff,r03c11f05p03-ch4sk1fk1fl1.tiff,r03c11f05p03-ch2sk1fk1fl1.tiff,r03c11f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D05,4,3,5000,24,control,isogenic,r04c05f03p03-ch6sk1fk1fl1.tiff,r04c05f03p03-ch5sk1fk1fl1.tiff,r04c05f03p03-ch4sk1fk1fl1.tiff,r04c05f03p03-ch2sk1fk1fl1.tiff,r04c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D05,4,5,5000,24,control,isogenic,r04c05f05p03-ch6sk1fk1fl1.tiff,r04c05f05p03-ch5sk1fk1fl1.tiff,r04c05f05p03-ch4sk1fk1fl1.tiff,r04c05f05p03-ch2sk1fk1fl1.tiff,r04c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D07,4,3,5000,21,control,human,r04c07f03p03-ch6sk1fk1fl1.tiff,r04c07f03p03-ch5sk1fk1fl1.tiff,r04c07f03p03-ch4sk1fk1fl1.tiff,r04c07f03p03-ch2sk1fk1fl1.tiff,r04c07f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D07,4,5,5000,21,control,human,r04c07f05p03-ch6sk1fk1fl1.tiff,r04c07f05p03-ch5sk1fk1fl1.tiff,r04c07f05p03-ch4sk1fk1fl1.tiff,r04c07f05p03-ch2sk1fk1fl1.tiff,r04c07f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D08,4,3,5000,28,deletion,human,r04c08f03p03-ch6sk1fk1fl1.tiff,r04c08f03p03-ch5sk1fk1fl1.tiff,r04c08f03p03-ch4sk1fk1fl1.tiff,r04c08f03p03-ch2sk1fk1fl1.tiff,r04c08f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,D08,4,5,5000,28,deletion,human,r04c08f05p03-ch6sk1fk1fl1.tiff,r04c08f05p03-ch5sk1fk1fl1.tiff,r04c08f05p03-ch4sk1fk1fl1.tiff,r04c08f05p03-ch2sk1fk1fl1.tiff,r04c08f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E04,5,3,5000,47,deletion,human,r05c04f03p03-ch6sk1fk1fl1.tiff,r05c04f03p03-ch5sk1fk1fl1.tiff,r05c04f03p03-ch4sk1fk1fl1.tiff,r05c04f03p03-ch2sk1fk1fl1.tiff,r05c04f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E04,5,5,5000,47,deletion,human,r05c04f05p03-ch6sk1fk1fl1.tiff,r05c04f05p03-ch5sk1fk1fl1.tiff,r05c04f05p03-ch4sk1fk1fl1.tiff,r05c04f05p03-ch2sk1fk1fl1.tiff,r05c04f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E05,5,3,5000,20,control,human,r05c05f03p03-ch6sk1fk1fl1.tiff,r05c05f03p03-ch5sk1fk1fl1.tiff,r05c05f03p03-ch4sk1fk1fl1.tiff,r05c05f03p03-ch2sk1fk1fl1.tiff,r05c05f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E05,5,5,5000,20,control,human,r05c05f05p03-ch6sk1fk1fl1.tiff,r05c05f05p03-ch5sk1fk1fl1.tiff,r05c05f05p03-ch4sk1fk1fl1.tiff,r05c05f05p03-ch2sk1fk1fl1.tiff,r05c05f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E11,5,3,5000,42,deletion,human,r05c11f03p03-ch6sk1fk1fl1.tiff,r05c11f03p03-ch5sk1fk1fl1.tiff,r05c11f03p03-ch4sk1fk1fl1.tiff,r05c11f03p03-ch2sk1fk1fl1.tiff,r05c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,E11,5,5,5000,42,deletion,human,r05c11f05p03-ch6sk1fk1fl1.tiff,r05c11f05p03-ch5sk1fk1fl1.tiff,r05c11f05p03-ch4sk1fk1fl1.tiff,r05c11f05p03-ch2sk1fk1fl1.tiff,r05c11f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F08,6,3,5000,48,deletion,human,r06c08f03p03-ch6sk1fk1fl1.tiff,r06c08f03p03-ch5sk1fk1fl1.tiff,r06c08f03p03-ch4sk1fk1fl1.tiff,r06c08f03p03-ch2sk1fk1fl1.tiff,r06c08f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F08,6,5,5000,48,deletion,human,r06c08f05p03-ch6sk1fk1fl1.tiff,r06c08f05p03-ch5sk1fk1fl1.tiff,r06c08f05p03-ch4sk1fk1fl1.tiff,r06c08f05p03-ch2sk1fk1fl1.tiff,r06c08f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F09,6,3,5000,30,deletion,human,r06c09f03p03-ch6sk1fk1fl1.tiff,r06c09f03p03-ch5sk1fk1fl1.tiff,r06c09f03p03-ch4sk1fk1fl1.tiff,r06c09f03p03-ch2sk1fk1fl1.tiff,r06c09f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F09,6,5,5000,30,deletion,human,r06c09f05p03-ch6sk1fk1fl1.tiff,r06c09f05p03-ch5sk1fk1fl1.tiff,r06c09f05p03-ch4sk1fk1fl1.tiff,r06c09f05p03-ch2sk1fk1fl1.tiff,r06c09f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F10,6,3,5000,8,control,human,r06c10f03p03-ch6sk1fk1fl1.tiff,r06c10f03p03-ch5sk1fk1fl1.tiff,r06c10f03p03-ch4sk1fk1fl1.tiff,r06c10f03p03-ch2sk1fk1fl1.tiff,r06c10f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,F10,6,5,5000,8,control,human,r06c10f05p03-ch6sk1fk1fl1.tiff,r06c10f05p03-ch5sk1fk1fl1.tiff,r06c10f05p03-ch4sk1fk1fl1.tiff,r06c10f05p03-ch2sk1fk1fl1.tiff,r06c10f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G01,7,3,5000,14,control,human,r07c01f03p03-ch6sk1fk1fl1.tiff,r07c01f03p03-ch5sk1fk1fl1.tiff,r07c01f03p03-ch4sk1fk1fl1.tiff,r07c01f03p03-ch2sk1fk1fl1.tiff,r07c01f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G01,7,5,5000,14,control,human,r07c01f05p03-ch6sk1fk1fl1.tiff,r07c01f05p03-ch5sk1fk1fl1.tiff,r07c01f05p03-ch4sk1fk1fl1.tiff,r07c01f05p03-ch2sk1fk1fl1.tiff,r07c01f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G03,7,3,5000,43,deletion,human,r07c03f03p03-ch6sk1fk1fl1.tiff,r07c03f03p03-ch5sk1fk1fl1.tiff,r07c03f03p03-ch4sk1fk1fl1.tiff,r07c03f03p03-ch2sk1fk1fl1.tiff,r07c03f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G03,7,5,5000,43,deletion,human,r07c03f05p03-ch6sk1fk1fl1.tiff,r07c03f05p03-ch5sk1fk1fl1.tiff,r07c03f05p03-ch4sk1fk1fl1.tiff,r07c03f05p03-ch2sk1fk1fl1.tiff,r07c03f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G08,7,3,5000,34,deletion,human,r07c08f03p03-ch6sk1fk1fl1.tiff,r07c08f03p03-ch5sk1fk1fl1.tiff,r07c08f03p03-ch4sk1fk1fl1.tiff,r07c08f03p03-ch2sk1fk1fl1.tiff,r07c08f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G08,7,5,5000,34,deletion,human,r07c08f05p03-ch6sk1fk1fl1.tiff,r07c08f05p03-ch5sk1fk1fl1.tiff,r07c08f05p03-ch4sk1fk1fl1.tiff,r07c08f05p03-ch2sk1fk1fl1.tiff,r07c08f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G09,7,3,5000,44,deletion,human,r07c09f03p03-ch6sk1fk1fl1.tiff,r07c09f03p03-ch5sk1fk1fl1.tiff,r07c09f03p03-ch4sk1fk1fl1.tiff,r07c09f03p03-ch2sk1fk1fl1.tiff,r07c09f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G09,7,5,5000,44,deletion,human,r07c09f05p03-ch6sk1fk1fl1.tiff,r07c09f05p03-ch5sk1fk1fl1.tiff,r07c09f05p03-ch4sk1fk1fl1.tiff,r07c09f05p03-ch2sk1fk1fl1.tiff,r07c09f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G10,7,3,5000,15,control,human,r07c10f03p03-ch6sk1fk1fl1.tiff,r07c10f03p03-ch5sk1fk1fl1.tiff,r07c10f03p03-ch4sk1fk1fl1.tiff,r07c10f03p03-ch2sk1fk1fl1.tiff,r07c10f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,G10,7,5,5000,15,control,human,r07c10f05p03-ch6sk1fk1fl1.tiff,r07c10f05p03-ch5sk1fk1fl1.tiff,r07c10f05p03-ch4sk1fk1fl1.tiff,r07c10f05p03-ch2sk1fk1fl1.tiff,r07c10f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H02,8,3,5000,25,deletion,isogenic,r08c02f03p03-ch6sk1fk1fl1.tiff,r08c02f03p03-ch5sk1fk1fl1.tiff,r08c02f03p03-ch4sk1fk1fl1.tiff,r08c02f03p03-ch2sk1fk1fl1.tiff,r08c02f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H02,8,5,5000,25,deletion,isogenic,r08c02f05p03-ch6sk1fk1fl1.tiff,r08c02f05p03-ch5sk1fk1fl1.tiff,r08c02f05p03-ch4sk1fk1fl1.tiff,r08c02f05p03-ch2sk1fk1fl1.tiff,r08c02f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H04,8,3,5000,31,deletion,human,r08c04f03p03-ch6sk1fk1fl1.tiff,r08c04f03p03-ch5sk1fk1fl1.tiff,r08c04f03p03-ch4sk1fk1fl1.tiff,r08c04f03p03-ch2sk1fk1fl1.tiff,r08c04f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H04,8,5,5000,31,deletion,human,r08c04f05p03-ch6sk1fk1fl1.tiff,r08c04f05p03-ch5sk1fk1fl1.tiff,r08c04f05p03-ch4sk1fk1fl1.tiff,r08c04f05p03-ch2sk1fk1fl1.tiff,r08c04f05p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H11,8,3,5000,35,deletion,human,r08c11f03p03-ch6sk1fk1fl1.tiff,r08c11f03p03-ch5sk1fk1fl1.tiff,r08c11f03p03-ch4sk1fk1fl1.tiff,r08c11f03p03-ch2sk1fk1fl1.tiff,r08c11f03p03-ch1sk1fk1fl1.tiff
2022-08-07_batch,Plate1_PE_PP96,H11,8,5,5000,35,deletion,human,r08c11f05p03-ch6sk1fk1fl1.tiff,r08c11f05p03-ch5sk1fk1fl1.tiff,r08c11f05p03-ch4sk1fk1fl1.tiff,r08c11f05p03-ch2sk1fk1fl1.tiff,r08c11f05p03-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A09,1,3,10000,4,control,human,r01c09f03p01-ch5sk1fk1fl1.tiff,r01c09f03p01-ch4sk1fk1fl1.tiff,r01c09f03p01-ch3sk1fk1fl1.tiff,r01c09f03p01-ch2sk1fk1fl1.tiff,r01c09f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A09,1,5,10000,4,control,human,r01c09f05p01-ch5sk1fk1fl1.tiff,r01c09f05p01-ch4sk1fk1fl1.tiff,r01c09f05p01-ch3sk1fk1fl1.tiff,r01c09f05p01-ch2sk1fk1fl1.tiff,r01c09f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A13,1,3,10000,15,control,human,r01c13f03p01-ch5sk1fk1fl1.tiff,r01c13f03p01-ch4sk1fk1fl1.tiff,r01c13f03p01-ch3sk1fk1fl1.tiff,r01c13f03p01-ch2sk1fk1fl1.tiff,r01c13f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A13,1,5,10000,15,control,human,r01c13f05p01-ch5sk1fk1fl1.tiff,r01c13f05p01-ch4sk1fk1fl1.tiff,r01c13f05p01-ch3sk1fk1fl1.tiff,r01c13f05p01-ch2sk1fk1fl1.tiff,r01c13f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A15,1,3,10000,36,deletion,human,r01c15f03p01-ch5sk1fk1fl1.tiff,r01c15f03p01-ch4sk1fk1fl1.tiff,r01c15f03p01-ch3sk1fk1fl1.tiff,r01c15f03p01-ch2sk1fk1fl1.tiff,r01c15f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,A15,1,5,10000,36,deletion,human,r01c15f05p01-ch5sk1fk1fl1.tiff,r01c15f05p01-ch4sk1fk1fl1.tiff,r01c15f05p01-ch3sk1fk1fl1.tiff,r01c15f05p01-ch2sk1fk1fl1.tiff,r01c15f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B02,2,3,10000,1,control,human,r02c02f03p01-ch5sk1fk1fl1.tiff,r02c02f03p01-ch4sk1fk1fl1.tiff,r02c02f03p01-ch3sk1fk1fl1.tiff,r02c02f03p01-ch2sk1fk1fl1.tiff,r02c02f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B02,2,5,10000,1,control,human,r02c02f05p01-ch5sk1fk1fl1.tiff,r02c02f05p01-ch4sk1fk1fl1.tiff,r02c02f05p01-ch3sk1fk1fl1.tiff,r02c02f05p01-ch2sk1fk1fl1.tiff,r02c02f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B06,2,3,10000,9,control,human,r02c06f03p01-ch5sk1fk1fl1.tiff,r02c06f03p01-ch4sk1fk1fl1.tiff,r02c06f03p01-ch3sk1fk1fl1.tiff,r02c06f03p01-ch2sk1fk1fl1.tiff,r02c06f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B06,2,5,10000,9,control,human,r02c06f05p01-ch5sk1fk1fl1.tiff,r02c06f05p01-ch4sk1fk1fl1.tiff,r02c06f05p01-ch3sk1fk1fl1.tiff,r02c06f05p01-ch2sk1fk1fl1.tiff,r02c06f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B12,2,3,10000,34,deletion,human,r02c12f03p01-ch5sk1fk1fl1.tiff,r02c12f03p01-ch4sk1fk1fl1.tiff,r02c12f03p01-ch3sk1fk1fl1.tiff,r02c12f03p01-ch2sk1fk1fl1.tiff,r02c12f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B12,2,5,10000,34,deletion,human,r02c12f05p01-ch5sk1fk1fl1.tiff,r02c12f05p01-ch4sk1fk1fl1.tiff,r02c12f05p01-ch3sk1fk1fl1.tiff,r02c12f05p01-ch2sk1fk1fl1.tiff,r02c12f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B17,2,3,10000,2,control,human,r02c17f03p01-ch5sk1fk1fl1.tiff,r02c17f03p01-ch4sk1fk1fl1.tiff,r02c17f03p01-ch3sk1fk1fl1.tiff,r02c17f03p01-ch2sk1fk1fl1.tiff,r02c17f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,B17,2,5,10000,2,control,human,r02c17f05p01-ch5sk1fk1fl1.tiff,r02c17f05p01-ch4sk1fk1fl1.tiff,r02c17f05p01-ch3sk1fk1fl1.tiff,r02c17f05p01-ch2sk1fk1fl1.tiff,r02c17f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C11,3,3,10000,29,deletion,human,r03c11f03p01-ch5sk1fk1fl1.tiff,r03c11f03p01-ch4sk1fk1fl1.tiff,r03c11f03p01-ch3sk1fk1fl1.tiff,r03c11f03p01-ch2sk1fk1fl1.tiff,r03c11f03p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C11,3,5,10000,29,deletion,human,r03c11f05p01-ch5sk1fk1fl1.tiff,r03c11f05p01-ch4sk1fk1fl1.tiff,r03c11f05p01-ch3sk1fk1fl1.tiff,r03c11f05p01-ch2sk1fk1fl1.tiff,r03c11f05p01-ch1sk1fk1fl1.tiff
NCP_PROGENITORS_1,BR00127194,C13,3,3,10000,11,control,human,r03c13f03p01-ch5sk1fk1fl1.tiff,r03c13f03p01-ch4sk1fk1fl1.tiff,r03c13f03p01-ch3sk1fk1fl1.tiff,r03c13f03p01-ch2sk1fk1fl1.tiff,r03c13f03p01-ch1sk1fk1fl1.tiff
