Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_plating_density,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
NCP_STEM_1,BR_NCP_STEM_1,A08,1,5,10000,26,deletion,isogenic_deletion,r01c08f05p01-ch5sk1fk1fl1.tiff,r01c08f05p01-ch4sk1fk1fl1.tiff,r01c08f05p01-ch3sk1fk1fl1.tiff,r01c08f05p01-ch2sk1fk1fl1.tiff,r01c08f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A13,1,3,10000,15,control,human,r01c13f03p01-ch5sk1fk1fl1.tiff,r01c13f03p01-ch4sk1fk1fl1.tiff,r01c13f03p01-ch3sk1fk1fl1.tiff,r01c13f03p01-ch2sk1fk1fl1.tiff,r01c13f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A13,1,5,10000,15,control,human,r01c13f05p01-ch5sk1fk1fl1.tiff,r01c13f05p01-ch4sk1fk1fl1.tiff,r01c13f05p01-ch3sk1fk1fl1.tiff,r01c13f05p01-ch2sk1fk1fl1.tiff,r01c13f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A16,1,3,10000,36,deletion,human,r01c16f03p01-ch5sk1fk1fl1.tiff,r01c16f03p01-ch4sk1fk1fl1.tiff,r01c16f03p01-ch3sk1fk1fl1.tiff,r01c16f03p01-ch2sk1fk1fl1.tiff,r01c16f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A16,1,5,10000,36,deletion,human,r01c16f05p01-ch5sk1fk1fl1.tiff,r01c16f05p01-ch4sk1fk1fl1.tiff,r01c16f05p01-ch3sk1fk1fl1.tiff,r01c16f05p01-ch2sk1fk1fl1.tiff,r01c16f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A20,1,3,10000,16,control,human,r01c20f03p01-ch5sk1fk1fl1.tiff,r01c20f03p01-ch4sk1fk1fl1.tiff,r01c20f03p01-ch3sk1fk1fl1.tiff,r01c20f03p01-ch2sk1fk1fl1.tiff,r01c20f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,A20,1,5,10000,16,control,human,r01c20f05p01-ch5sk1fk1fl1.tiff,r01c20f05p01-ch4sk1fk1fl1.tiff,r01c20f05p01-ch3sk1fk1fl1.tiff,r01c20f05p01-ch2sk1fk1fl1.tiff,r01c20f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,B10,2,3,10000,4,control,human,r02c10f03p01-ch5sk1fk1fl1.tiff,r02c10f03p01-ch4sk1fk1fl1.tiff,r02c10f03p01-ch3sk1fk1fl1.tiff,r02c10f03p01-ch2sk1fk1fl1.tiff,r02c10f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,B10,2,5,10000,4,control,human,r02c10f05p01-ch5sk1fk1fl1.tiff,r02c10f05p01-ch4sk1fk1fl1.tiff,r02c10f05p01-ch3sk1fk1fl1.tiff,r02c10f05p01-ch2sk1fk1fl1.tiff,r02c10f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,B21,2,3,10000,20,control,human,r02c21f03p01-ch5sk1fk1fl1.tiff,r02c21f03p01-ch4sk1fk1fl1.tiff,r02c21f03p01-ch3sk1fk1fl1.tiff,r02c21f03p01-ch2sk1fk1fl1.tiff,r02c21f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,B21,2,5,10000,20,control,human,r02c21f05p01-ch5sk1fk1fl1.tiff,r02c21f05p01-ch4sk1fk1fl1.tiff,r02c21f05p01-ch3sk1fk1fl1.tiff,r02c21f05p01-ch2sk1fk1fl1.tiff,r02c21f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,C24,3,3,10000,29,deletion,human,r03c24f03p01-ch5sk1fk1fl1.tiff,r03c24f03p01-ch4sk1fk1fl1.tiff,r03c24f03p01-ch3sk1fk1fl1.tiff,r03c24f03p01-ch2sk1fk1fl1.tiff,r03c24f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,C24,3,5,10000,29,deletion,human,r03c24f05p01-ch5sk1fk1fl1.tiff,r03c24f05p01-ch4sk1fk1fl1.tiff,r03c24f05p01-ch3sk1fk1fl1.tiff,r03c24f05p01-ch2sk1fk1fl1.tiff,r03c24f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D05,4,3,10000,37,deletion,human,r04c05f03p01-ch5sk1fk1fl1.tiff,r04c05f03p01-ch4sk1fk1fl1.tiff,r04c05f03p01-ch3sk1fk1fl1.tiff,r04c05f03p01-ch2sk1fk1fl1.tiff,r04c05f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D05,4,5,10000,37,deletion,human,r04c05f05p01-ch5sk1fk1fl1.tiff,r04c05f05p01-ch4sk1fk1fl1.tiff,r04c05f05p01-ch3sk1fk1fl1.tiff,r04c05f05p01-ch2sk1fk1fl1.tiff,r04c05f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D09,4,3,10000,7,control,human,r04c09f03p01-ch5sk1fk1fl1.tiff,r04c09f03p01-ch4sk1fk1fl1.tiff,r04c09f03p01-ch3sk1fk1fl1.tiff,r04c09f03p01-ch2sk1fk1fl1.tiff,r04c09f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D09,4,5,10000,7,control,human,r04c09f05p01-ch5sk1fk1fl1.tiff,r04c09f05p01-ch4sk1fk1fl1.tiff,r04c09f05p01-ch3sk1fk1fl1.tiff,r04c09f05p01-ch2sk1fk1fl1.tiff,r04c09f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D15,4,3,10000,38,deletion,human,r04c15f03p01-ch5sk1fk1fl1.tiff,r04c15f03p01-ch4sk1fk1fl1.tiff,r04c15f03p01-ch3sk1fk1fl1.tiff,r04c15f03p01-ch2sk1fk1fl1.tiff,r04c15f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D15,4,5,10000,38,deletion,human,r04c15f05p01-ch5sk1fk1fl1.tiff,r04c15f05p01-ch4sk1fk1fl1.tiff,r04c15f05p01-ch3sk1fk1fl1.tiff,r04c15f05p01-ch2sk1fk1fl1.tiff,r04c15f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D20,4,3,10000,18,control,human,r04c20f03p01-ch5sk1fk1fl1.tiff,r04c20f03p01-ch4sk1fk1fl1.tiff,r04c20f03p01-ch3sk1fk1fl1.tiff,r04c20f03p01-ch2sk1fk1fl1.tiff,r04c20f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,D20,4,5,10000,18,control,human,r04c20f05p01-ch5sk1fk1fl1.tiff,r04c20f05p01-ch4sk1fk1fl1.tiff,r04c20f05p01-ch3sk1fk1fl1.tiff,r04c20f05p01-ch2sk1fk1fl1.tiff,r04c20f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F07,6,3,10000,46,deletion,human,r06c07f03p01-ch5sk1fk1fl1.tiff,r06c07f03p01-ch4sk1fk1fl1.tiff,r06c07f03p01-ch3sk1fk1fl1.tiff,r06c07f03p01-ch2sk1fk1fl1.tiff,r06c07f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F07,6,5,10000,46,deletion,human,r06c07f05p01-ch5sk1fk1fl1.tiff,r06c07f05p01-ch4sk1fk1fl1.tiff,r06c07f05p01-ch3sk1fk1fl1.tiff,r06c07f05p01-ch2sk1fk1fl1.tiff,r06c07f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F09,6,3,10000,1,control,human,r06c09f03p01-ch5sk1fk1fl1.tiff,r06c09f03p01-ch4sk1fk1fl1.tiff,r06c09f03p01-ch3sk1fk1fl1.tiff,r06c09f03p01-ch2sk1fk1fl1.tiff,r06c09f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F09,6,5,10000,1,control,human,r06c09f05p01-ch5sk1fk1fl1.tiff,r06c09f05p01-ch4sk1fk1fl1.tiff,r06c09f05p01-ch3sk1fk1fl1.tiff,r06c09f05p01-ch2sk1fk1fl1.tiff,r06c09f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F17,6,3,10000,23,control,isogenic_control,r06c17f03p01-ch5sk1fk1fl1.tiff,r06c17f03p01-ch4sk1fk1fl1.tiff,r06c17f03p01-ch3sk1fk1fl1.tiff,r06c17f03p01-ch2sk1fk1fl1.tiff,r06c17f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,F17,6,5,10000,23,control,isogenic_control,r06c17f05p01-ch5sk1fk1fl1.tiff,r06c17f05p01-ch4sk1fk1fl1.tiff,r06c17f05p01-ch3sk1fk1fl1.tiff,r06c17f05p01-ch2sk1fk1fl1.tiff,r06c17f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G14,7,3,10000,21,control,human,r07c14f03p01-ch5sk1fk1fl1.tiff,r07c14f03p01-ch4sk1fk1fl1.tiff,r07c14f03p01-ch3sk1fk1fl1.tiff,r07c14f03p01-ch2sk1fk1fl1.tiff,r07c14f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G14,7,5,10000,21,control,human,r07c14f05p01-ch5sk1fk1fl1.tiff,r07c14f05p01-ch4sk1fk1fl1.tiff,r07c14f05p01-ch3sk1fk1fl1.tiff,r07c14f05p01-ch2sk1fk1fl1.tiff,r07c14f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G16,7,3,10000,28,deletion,human,r07c16f03p01-ch5sk1fk1fl1.tiff,r07c16f03p01-ch4sk1fk1fl1.tiff,r07c16f03p01-ch3sk1fk1fl1.tiff,r07c16f03p01-ch2sk1fk1fl1.tiff,r07c16f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G16,7,5,10000,28,deletion,human,r07c16f05p01-ch5sk1fk1fl1.tiff,r07c16f05p01-ch4sk1fk1fl1.tiff,r07c16f05p01-ch3sk1fk1fl1.tiff,r07c16f05p01-ch2sk1fk1fl1.tiff,r07c16f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G20,7,3,10000,10,control,human,r07c20f03p01-ch5sk1fk1fl1.tiff,r07c20f03p01-ch4sk1fk1fl1.tiff,r07c20f03p01-ch3sk1fk1fl1.tiff,r07c20f03p01-ch2sk1fk1fl1.tiff,r07c20f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,G20,7,5,10000,10,control,human,r07c20f05p01-ch5sk1fk1fl1.tiff,r07c20f05p01-ch4sk1fk1fl1.tiff,r07c20f05p01-ch3sk1fk1fl1.tiff,r07c20f05p01-ch2sk1fk1fl1.tiff,r07c20f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H09,8,3,10000,24,control,isogenic_control,r08c09f03p01-ch5sk1fk1fl1.tiff,r08c09f03p01-ch4sk1fk1fl1.tiff,r08c09f03p01-ch3sk1fk1fl1.tiff,r08c09f03p01-ch2sk1fk1fl1.tiff,r08c09f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H09,8,5,10000,24,control,isogenic_control,r08c09f05p01-ch5sk1fk1fl1.tiff,r08c09f05p01-ch4sk1fk1fl1.tiff,r08c09f05p01-ch3sk1fk1fl1.tiff,r08c09f05p01-ch2sk1fk1fl1.tiff,r08c09f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H12,8,3,10000,17,control,human,r08c12f03p01-ch5sk1fk1fl1.tiff,r08c12f03p01-ch4sk1fk1fl1.tiff,r08c12f03p01-ch3sk1fk1fl1.tiff,r08c12f03p01-ch2sk1fk1fl1.tiff,r08c12f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H12,8,5,10000,17,control,human,r08c12f05p01-ch5sk1fk1fl1.tiff,r08c12f05p01-ch4sk1fk1fl1.tiff,r08c12f05p01-ch3sk1fk1fl1.tiff,r08c12f05p01-ch2sk1fk1fl1.tiff,r08c12f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H21,8,3,10000,45,deletion,human,r08c21f03p01-ch5sk1fk1fl1.tiff,r08c21f03p01-ch4sk1fk1fl1.tiff,r08c21f03p01-ch3sk1fk1fl1.tiff,r08c21f03p01-ch2sk1fk1fl1.tiff,r08c21f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H21,8,5,10000,45,deletion,human,r08c21f05p01-ch5sk1fk1fl1.tiff,r08c21f05p01-ch4sk1fk1fl1.tiff,r08c21f05p01-ch3sk1fk1fl1.tiff,r08c21f05p01-ch2sk1fk1fl1.tiff,r08c21f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H23,8,3,10000,11,control,human,r08c23f03p01-ch5sk1fk1fl1.tiff,r08c23f03p01-ch4sk1fk1fl1.tiff,r08c23f03p01-ch3sk1fk1fl1.tiff,r08c23f03p01-ch2sk1fk1fl1.tiff,r08c23f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,H23,8,5,10000,11,control,human,r08c23f05p01-ch5sk1fk1fl1.tiff,r08c23f05p01-ch4sk1fk1fl1.tiff,r08c23f05p01-ch3sk1fk1fl1.tiff,r08c23f05p01-ch2sk1fk1fl1.tiff,r08c23f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,I24,9,3,10000,19,control,human,r09c24f03p01-ch5sk1fk1fl1.tiff,r09c24f03p01-ch4sk1fk1fl1.tiff,r09c24f03p01-ch3sk1fk1fl1.tiff,r09c24f03p01-ch2sk1fk1fl1.tiff,r09c24f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,I24,9,5,10000,19,control,human,r09c24f05p01-ch5sk1fk1fl1.tiff,r09c24f05p01-ch4sk1fk1fl1.tiff,r09c24f05p01-ch3sk1fk1fl1.tiff,r09c24f05p01-ch2sk1fk1fl1.tiff,r09c24f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J05,10,3,10000,44,deletion,human,r10c05f03p01-ch5sk1fk1fl1.tiff,r10c05f03p01-ch4sk1fk1fl1.tiff,r10c05f03p01-ch3sk1fk1fl1.tiff,r10c05f03p01-ch2sk1fk1fl1.tiff,r10c05f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J05,10,5,10000,44,deletion,human,r10c05f05p01-ch5sk1fk1fl1.tiff,r10c05f05p01-ch4sk1fk1fl1.tiff,r10c05f05p01-ch3sk1fk1fl1.tiff,r10c05f05p01-ch2sk1fk1fl1.tiff,r10c05f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J07,10,3,10000,47,deletion,human,r10c07f03p01-ch5sk1fk1fl1.tiff,r10c07f03p01-ch4sk1fk1fl1.tiff,r10c07f03p01-ch3sk1fk1fl1.tiff,r10c07f03p01-ch2sk1fk1fl1.tiff,r10c07f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J07,10,5,10000,47,deletion,human,r10c07f05p01-ch5sk1fk1fl1.tiff,r10c07f05p01-ch4sk1fk1fl1.tiff,r10c07f05p01-ch3sk1fk1fl1.tiff,r10c07f05p01-ch2sk1fk1fl1.tiff,r10c07f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J11,10,3,10000,12,control,human,r10c11f03p01-ch5sk1fk1fl1.tiff,r10c11f03p01-ch4sk1fk1fl1.tiff,r10c11f03p01-ch3sk1fk1fl1.tiff,r10c11f03p01-ch2sk1fk1fl1.tiff,r10c11f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J11,10,5,10000,12,control,human,r10c11f05p01-ch5sk1fk1fl1.tiff,r10c11f05p01-ch4sk1fk1fl1.tiff,r10c11f05p01-ch3sk1fk1fl1.tiff,r10c11f05p01-ch2sk1fk1fl1.tiff,r10c11f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J16,10,3,10000,5,control,human,r10c16f03p01-ch5sk1fk1fl1.tiff,r10c16f03p01-ch4sk1fk1fl1.tiff,r10c16f03p01-ch3sk1fk1fl1.tiff,r10c16f03p01-ch2sk1fk1fl1.tiff,r10c16f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J16,10,5,10000,5,control,human,r10c16f05p01-ch5sk1fk1fl1.tiff,r10c16f05p01-ch4sk1fk1fl1.tiff,r10c16f05p01-ch3sk1fk1fl1.tiff,r10c16f05p01-ch2sk1fk1fl1.tiff,r10c16f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J17,10,3,10000,40,deletion,human,r10c17f03p01-ch5sk1fk1fl1.tiff,r10c17f03p01-ch4sk1fk1fl1.tiff,r10c17f03p01-ch3sk1fk1fl1.tiff,r10c17f03p01-ch2sk1fk1fl1.tiff,r10c17f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J17,10,5,10000,40,deletion,human,r10c17f05p01-ch5sk1fk1fl1.tiff,r10c17f05p01-ch4sk1fk1fl1.tiff,r10c17f05p01-ch3sk1fk1fl1.tiff,r10c17f05p01-ch2sk1fk1fl1.tiff,r10c17f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J20,10,3,10000,27,deletion,human,r10c20f03p01-ch5sk1fk1fl1.tiff,r10c20f03p01-ch4sk1fk1fl1.tiff,r10c20f03p01-ch3sk1fk1fl1.tiff,r10c20f03p01-ch2sk1fk1fl1.tiff,r10c20f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J20,10,5,10000,27,deletion,human,r10c20f05p01-ch5sk1fk1fl1.tiff,r10c20f05p01-ch4sk1fk1fl1.tiff,r10c20f05p01-ch3sk1fk1fl1.tiff,r10c20f05p01-ch2sk1fk1fl1.tiff,r10c20f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J21,10,3,10000,42,deletion,human,r10c21f03p01-ch5sk1fk1fl1.tiff,r10c21f03p01-ch4sk1fk1fl1.tiff,r10c21f03p01-ch3sk1fk1fl1.tiff,r10c21f03p01-ch2sk1fk1fl1.tiff,r10c21f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,J21,10,5,10000,42,deletion,human,r10c21f05p01-ch5sk1fk1fl1.tiff,r10c21f05p01-ch4sk1fk1fl1.tiff,r10c21f05p01-ch3sk1fk1fl1.tiff,r10c21f05p01-ch2sk1fk1fl1.tiff,r10c21f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K05,11,3,10000,41,deletion,human,r11c05f03p01-ch5sk1fk1fl1.tiff,r11c05f03p01-ch4sk1fk1fl1.tiff,r11c05f03p01-ch3sk1fk1fl1.tiff,r11c05f03p01-ch2sk1fk1fl1.tiff,r11c05f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K05,11,5,10000,41,deletion,human,r11c05f05p01-ch5sk1fk1fl1.tiff,r11c05f05p01-ch4sk1fk1fl1.tiff,r11c05f05p01-ch3sk1fk1fl1.tiff,r11c05f05p01-ch2sk1fk1fl1.tiff,r11c05f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K08,11,3,10000,2,control,human,r11c08f03p01-ch5sk1fk1fl1.tiff,r11c08f03p01-ch4sk1fk1fl1.tiff,r11c08f03p01-ch3sk1fk1fl1.tiff,r11c08f03p01-ch2sk1fk1fl1.tiff,r11c08f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K08,11,5,10000,2,control,human,r11c08f05p01-ch5sk1fk1fl1.tiff,r11c08f05p01-ch4sk1fk1fl1.tiff,r11c08f05p01-ch3sk1fk1fl1.tiff,r11c08f05p01-ch2sk1fk1fl1.tiff,r11c08f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K15,11,3,10000,48,deletion,human,r11c15f03p01-ch5sk1fk1fl1.tiff,r11c15f03p01-ch4sk1fk1fl1.tiff,r11c15f03p01-ch3sk1fk1fl1.tiff,r11c15f03p01-ch2sk1fk1fl1.tiff,r11c15f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K15,11,5,10000,48,deletion,human,r11c15f05p01-ch5sk1fk1fl1.tiff,r11c15f05p01-ch4sk1fk1fl1.tiff,r11c15f05p01-ch3sk1fk1fl1.tiff,r11c15f05p01-ch2sk1fk1fl1.tiff,r11c15f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K19,11,3,10000,8,control,human,r11c19f03p01-ch5sk1fk1fl1.tiff,r11c19f03p01-ch4sk1fk1fl1.tiff,r11c19f03p01-ch3sk1fk1fl1.tiff,r11c19f03p01-ch2sk1fk1fl1.tiff,r11c19f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,K19,11,5,10000,8,control,human,r11c19f05p01-ch5sk1fk1fl1.tiff,r11c19f05p01-ch4sk1fk1fl1.tiff,r11c19f05p01-ch3sk1fk1fl1.tiff,r11c19f05p01-ch2sk1fk1fl1.tiff,r11c19f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L01,12,3,10000,6,control,human,r12c01f03p01-ch5sk1fk1fl1.tiff,r12c01f03p01-ch4sk1fk1fl1.tiff,r12c01f03p01-ch3sk1fk1fl1.tiff,r12c01f03p01-ch2sk1fk1fl1.tiff,r12c01f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L01,12,5,10000,6,control,human,r12c01f05p01-ch5sk1fk1fl1.tiff,r12c01f05p01-ch4sk1fk1fl1.tiff,r12c01f05p01-ch3sk1fk1fl1.tiff,r12c01f05p01-ch2sk1fk1fl1.tiff,r12c01f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L13,12,3,10000,39,deletion,human,r12c13f03p01-ch5sk1fk1fl1.tiff,r12c13f03p01-ch4sk1fk1fl1.tiff,r12c13f03p01-ch3sk1fk1fl1.tiff,r12c13f03p01-ch2sk1fk1fl1.tiff,r12c13f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L13,12,5,10000,39,deletion,human,r12c13f05p01-ch5sk1fk1fl1.tiff,r12c13f05p01-ch4sk1fk1fl1.tiff,r12c13f05p01-ch3sk1fk1fl1.tiff,r12c13f05p01-ch2sk1fk1fl1.tiff,r12c13f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L18,12,3,10000,30,deletion,human,r12c18f03p01-ch5sk1fk1fl1.tiff,r12c18f03p01-ch4sk1fk1fl1.tiff,r12c18f03p01-ch3sk1fk1fl1.tiff,r12c18f03p01-ch2sk1fk1fl1.tiff,r12c18f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L18,12,5,10000,30,deletion,human,r12c18f05p01-ch5sk1fk1fl1.tiff,r12c18f05p01-ch4sk1fk1fl1.tiff,r12c18f05p01-ch3sk1fk1fl1.tiff,r12c18f05p01-ch2sk1fk1fl1.tiff,r12c18f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L23,12,3,10000,32,deletion,human,r12c23f03p01-ch5sk1fk1fl1.tiff,r12c23f03p01-ch4sk1fk1fl1.tiff,r12c23f03p01-ch3sk1fk1fl1.tiff,r12c23f03p01-ch2sk1fk1fl1.tiff,r12c23f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,L23,12,5,10000,32,deletion,human,r12c23f05p01-ch5sk1fk1fl1.tiff,r12c23f05p01-ch4sk1fk1fl1.tiff,r12c23f05p01-ch3sk1fk1fl1.tiff,r12c23f05p01-ch2sk1fk1fl1.tiff,r12c23f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M02,13,3,10000,14,control,human,r13c02f03p01-ch5sk1fk1fl1.tiff,r13c02f03p01-ch4sk1fk1fl1.tiff,r13c02f03p01-ch3sk1fk1fl1.tiff,r13c02f03p01-ch2sk1fk1fl1.tiff,r13c02f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M02,13,5,10000,14,control,human,r13c02f05p01-ch5sk1fk1fl1.tiff,r13c02f05p01-ch4sk1fk1fl1.tiff,r13c02f05p01-ch3sk1fk1fl1.tiff,r13c02f05p01-ch2sk1fk1fl1.tiff,r13c02f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M13,13,3,10000,25,deletion,isogenic_deletion,r13c13f03p01-ch5sk1fk1fl1.tiff,r13c13f03p01-ch4sk1fk1fl1.tiff,r13c13f03p01-ch3sk1fk1fl1.tiff,r13c13f03p01-ch2sk1fk1fl1.tiff,r13c13f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M13,13,5,10000,25,deletion,isogenic_deletion,r13c13f05p01-ch5sk1fk1fl1.tiff,r13c13f05p01-ch4sk1fk1fl1.tiff,r13c13f05p01-ch3sk1fk1fl1.tiff,r13c13f05p01-ch2sk1fk1fl1.tiff,r13c13f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M15,13,3,10000,34,deletion,human,r13c15f03p01-ch5sk1fk1fl1.tiff,r13c15f03p01-ch4sk1fk1fl1.tiff,r13c15f03p01-ch3sk1fk1fl1.tiff,r13c15f03p01-ch2sk1fk1fl1.tiff,r13c15f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,M15,13,5,10000,34,deletion,human,r13c15f05p01-ch5sk1fk1fl1.tiff,r13c15f05p01-ch4sk1fk1fl1.tiff,r13c15f05p01-ch3sk1fk1fl1.tiff,r13c15f05p01-ch2sk1fk1fl1.tiff,r13c15f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,N05,14,3,10000,43,deletion,human,r14c05f03p01-ch5sk1fk1fl1.tiff,r14c05f03p01-ch4sk1fk1fl1.tiff,r14c05f03p01-ch3sk1fk1fl1.tiff,r14c05f03p01-ch2sk1fk1fl1.tiff,r14c05f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,N05,14,5,10000,43,deletion,human,r14c05f05p01-ch5sk1fk1fl1.tiff,r14c05f05p01-ch4sk1fk1fl1.tiff,r14c05f05p01-ch3sk1fk1fl1.tiff,r14c05f05p01-ch2sk1fk1fl1.tiff,r14c05f05p01-ch1sk1fk1fl1.tiff
