plate_map_name	well_position	EXPERIMENT_NAME	DENSITY	LINE_ID	GENOTYPE
BR00132672	P01	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	P02	2022_03_03_NCP_NEURONS_2	3500	10	CONTROL
BR00132672	P03	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	P04	2022_03_03_NCP_NEURONS_2	3500	25	CONTROL
BR00132672	P05	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	P06	2022_03_03_NCP_NEURONS_2	3500	8	DELETION
BR00132672	P07	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	P08	2022_03_03_NCP_NEURONS_2	3500	31	CONTROL
BR00132672	P09	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	P10	2022_03_03_NCP_NEURONS_2	3500	18	DELETION
BR00132672	P11	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	P12	2022_03_03_NCP_NEURONS_2	3500	21	CONTROL
BR00132672	P13	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	P14	2022_03_03_NCP_NEURONS_2	3500	3	CONTROL
BR00132672	P15	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	P16	2022_03_03_NCP_NEURONS_2	3500	23	DELETION
BR00132672	P17	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	P18	2022_03_03_NCP_NEURONS_2	3500	33	DELETION
BR00132672	P19	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	P20	2022_03_03_NCP_NEURONS_2	3500	13	DELETION
BR00132672	P21	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	P22	2022_03_03_NCP_NEURONS_2	3500	35	DELETION
BR00132672	P23	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL
BR00132672	P24	2022_03_03_NCP_NEURONS_2	3500	22	CONTROL




