,x_train,x_test,y_train,y_test,train_acc,test_acc
66,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
67,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
68,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
69,205.0,205.0,89.0,89.0,0.9951219512195122,0.8764044943820225
70,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
71,205.0,205.0,89.0,89.0,1.0,0.9213483146067416
72,205.0,205.0,89.0,89.0,0.9951219512195122,0.9438202247191011
73,205.0,205.0,89.0,89.0,1.0,0.898876404494382
74,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
75,205.0,205.0,89.0,89.0,0.9951219512195122,0.9662921348314607
76,205.0,205.0,89.0,89.0,0.9951219512195122,0.9775280898876404
77,205.0,205.0,89.0,89.0,1.0,0.9325842696629213
78,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
79,205.0,205.0,89.0,89.0,1.0,0.8764044943820225
80,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
81,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
82,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
83,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
84,205.0,205.0,89.0,89.0,0.9902439024390244,0.898876404494382
85,205.0,205.0,89.0,89.0,1.0,0.9101123595505618
86,205.0,205.0,89.0,89.0,0.9951219512195122,0.8764044943820225
87,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
88,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
89,205.0,205.0,89.0,89.0,0.9902439024390244,0.9325842696629213
90,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
91,205.0,205.0,89.0,89.0,0.9951219512195122,0.9550561797752809
92,205.0,205.0,89.0,89.0,0.9951219512195122,0.9101123595505618
93,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
94,205.0,205.0,89.0,89.0,0.9951219512195122,0.898876404494382
95,205.0,205.0,89.0,89.0,1.0,0.9550561797752809
96,205.0,205.0,89.0,89.0,1.0,0.9101123595505618
97,205.0,205.0,89.0,89.0,0.9951219512195122,0.8876404494382022
98,205.0,205.0,89.0,89.0,0.9951219512195122,0.9213483146067416
99,205.0,205.0,89.0,89.0,0.9951219512195122,0.9325842696629213
